Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|Q9H0X9|OSBL5_HUMAN	Q9H0X9	OSBL5_HUMAN	OSBPL5	879	Homo sapiens	Oxysterol-binding protein-related protein 5	1:Experimental evidence at protein level	2.28	1.0000	0.9990	2	0	0	2	0	0	7503240.5	0	0			
sp|Q9H115|SNAB_HUMAN	Q9H115	SNAB_HUMAN	NAPB	298	Homo sapiens	Beta-soluble NSF attachment protein	1:Experimental evidence at protein level	15.44	1.0000	0.9990	5	3	3	9	3	3	1.3268268E8	4.8265736E7	4.8265736E7	4C(57.0214),5C(57.0214)		
sp|Q9H1B7|I2BPL_HUMAN	Q9H1B7	I2BPL_HUMAN	IRF2BPL	796	Homo sapiens	Probable E3 ubiquitin-protein ligase IRF2BPL	1:Experimental evidence at protein level	2.14	1.0000	0.9990	1	1	1	1	1	1	8246736.5	8246736.5	8246736.5			
sp|Q9H1E3|NUCKS_HUMAN	Q9H1E3	NUCKS_HUMAN	NUCKS1	243	Homo sapiens	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	1:Experimental evidence at protein level	33.74	1.0000	0.9990	7	7	7	17	17	17	5.08868096E8	5.08868096E8	5.08868096E8	2M(15.9949)		
sp|Q9H1E5|TMX4_HUMAN	Q9H1E5	TMX4_HUMAN	TMX4	349	Homo sapiens	Thioredoxin-related transmembrane protein 4	1:Experimental evidence at protein level	12.03	1.0000	0.9990	3	3	3	4	4	4	2.0281592E8	2.0281592E8	2.0281592E8			
sp|Q9H1K0|RBNS5_HUMAN	Q9H1K0	RBNS5_HUMAN	RBSN	784	Homo sapiens	Rabenosyn-5	1:Experimental evidence at protein level	1.28	1.0000	0.9990	1	1	1	1	1	1	0	0	0			
sp|Q9H1K1|ISCU_HUMAN	Q9H1K1	ISCU_HUMAN	ISCU	167	Homo sapiens	Iron-sulfur cluster assembly enzyme ISCU	1:Experimental evidence at protein level	34.13	1.0000	0.9990	4	4	4	5	5	5	5.3642832E7	5.3642832E7	5.3642832E7	12C(57.0214),3C(57.0214),4C(57.0214)		
sp|Q9H1K4|GHC2_HUMAN	Q9H1K4	GHC2_HUMAN	SLC25A18	315	Homo sapiens	Mitochondrial glutamate carrier 2	1:Experimental evidence at protein level	17.14	1.0000	0.9990	5	2	2	6	2	2	6.2075596E7	2.0884762E7	2.0884762E7			
sp|Q9H1P3|OSBL2_HUMAN	Q9H1P3	OSBL2_HUMAN	OSBPL2	480	Homo sapiens	Oxysterol-binding protein-related protein 2	1:Experimental evidence at protein level	10.00	1.0000	0.9990	4	4	4	4	4	4	4.633584E7	4.633584E7	4.633584E7			
sp|Q9H1Y0|ATG5_HUMAN	Q9H1Y0	ATG5_HUMAN	ATG5	275	Homo sapiens	Autophagy protein 5	1:Experimental evidence at protein level	6.91	1.0000	0.9990	1	1	1	1	1	1	3.3320868E7	3.3320868E7	3.3320868E7			
sp|Q9H1Z4|WDR13_HUMAN	Q9H1Z4	WDR13_HUMAN	WDR13	485	Homo sapiens	WD repeat-containing protein 13	1:Experimental evidence at protein level	7.63	1.0000	0.9990	3	3	3	5	5	5	7.0051168E7	7.0051168E7	7.0051168E7	4C(57.0214)		
sp|Q9H223|EHD4_HUMAN	Q9H223	EHD4_HUMAN	EHD4	541	Homo sapiens	EH domain-containing protein 4	1:Experimental evidence at protein level	13.68	1.0000	0.9990	8	6	6	11	6	6	2.35221024E8	8.5592112E7	8.5592112E7			
sp|Q9H244|P2Y12_HUMAN	Q9H244	P2Y12_HUMAN	P2RY12	342	Homo sapiens	P2Y purinoceptor 12	1:Experimental evidence at protein level	2.34	1.0000	0.9990	1	1	1	1	1	1	5521956.0	5521956.0	5521956.0			
sp|Q9H254|SPTN4_HUMAN	Q9H254	SPTN4_HUMAN	SPTBN4	2564	Homo sapiens	Spectrin beta chain, non-erythrocytic 4	1:Experimental evidence at protein level	6.86	1.0000	0.9990	13	10	10	21	12	12	9.8518451E8	4.0832792E7	4.0832792E7			
sp|Q9H267|VP33B_HUMAN	Q9H267	VP33B_HUMAN	VPS33B	617	Homo sapiens	Vacuolar protein sorting-associated protein 33B	1:Experimental evidence at protein level	11.99	1.0000	0.9990	6	6	6	8	8	8	3.781244E7	3.781244E7	3.781244E7	N-term(42.0106)		
sp|Q9H269|VPS16_HUMAN	Q9H269	VPS16_HUMAN	VPS16	839	Homo sapiens	Vacuolar protein sorting-associated protein 16 homolog	1:Experimental evidence at protein level	15.14	1.0000	0.9990	11	11	11	17	17	17	1.61462928E8	1.61462928E8	1.61462928E8	7C(57.0214),7C(57.0214)		
sp|Q9H270|VPS11_HUMAN	Q9H270	VPS11_HUMAN	VPS11	941	Homo sapiens	Vacuolar protein sorting-associated protein 11 homolog	1:Experimental evidence at protein level	8.82	1.0000	0.9990	8	8	8	11	11	11	5.0901456E7	5.0901456E7	5.0901456E7	15C(57.0214),2C(57.0214),3C(57.0214),8C(57.0214)		
sp|Q9H299|SH3L3_HUMAN	Q9H299	SH3L3_HUMAN	SH3BGRL3	93	Homo sapiens	SH3 domain-binding glutamic acid-rich-like protein 3	1:Experimental evidence at protein level	31.18	1.0000	0.9990	3	3	3	7	7	7	1.92442272E8	1.92442272E8	1.92442272E8			
sp|Q9H2C0|GAN_HUMAN	Q9H2C0	GAN_HUMAN	GAN	597	Homo sapiens	Gigaxonin	1:Experimental evidence at protein level	1.34	1.0000	0.9990	2	2	2	2	2	2	4255877.0	4255877.0	4255877.0			
sp|Q9H2D6|TARA_HUMAN	Q9H2D6	TARA_HUMAN	TRIOBP	2365	Homo sapiens	TRIO and F-actin-binding protein	1:Experimental evidence at protein level	0.38	1.0000	0.9990	1	1	1	1	1	1	0	0	0			
sp|Q9H2G2|SLK_HUMAN	Q9H2G2	SLK_HUMAN	SLK	1235	Homo sapiens	STE20-like serine/threonine-protein kinase	1:Experimental evidence at protein level	0.73	1.0000	0.9990	1	0	0	1	0	0	0	0	0			
sp|Q9H2H8|PPIL3_HUMAN	Q9H2H8	PPIL3_HUMAN	PPIL3	161	Homo sapiens	Peptidyl-prolyl cis-trans isomerase-like 3	1:Experimental evidence at protein level	18.63	1.0000	0.9990	3	3	3	6	6	6	1.11756904E8	1.11756904E8	1.11756904E8			
sp|Q9H2J4|PDCL3_HUMAN	Q9H2J4	PDCL3_HUMAN	PDCL3	239	Homo sapiens	Phosducin-like protein 3	1:Experimental evidence at protein level	7.53	1.0000	0.9990	1	1	1	1	1	1	4428065.0	4428065.0	4428065.0	6C(57.0214)		
sp|Q9H2K0|IF3M_HUMAN	Q9H2K0	IF3M_HUMAN	MTIF3	278	Homo sapiens	Translation initiation factor IF-3, mitochondrial	1:Experimental evidence at protein level	5.76	1.0000	0.9990	1	1	1	1	1	1	8695430.0	8695430.0	8695430.0			
sp|Q9H2K8|TAOK3_HUMAN	Q9H2K8	TAOK3_HUMAN	TAOK3	898	Homo sapiens	Serine/threonine-protein kinase TAO3	1:Experimental evidence at protein level	4.01	1.0000	0.9990	3	2	2	6	4	4	1.10707488E8	6.5532084E7	6.5532084E7			
sp|Q9H2M9|RBGPR_HUMAN	Q9H2M9	RBGPR_HUMAN	RAB3GAP2	1393	Homo sapiens	Rab3 GTPase-activating protein non-catalytic subunit	1:Experimental evidence at protein level	7.32	1.0000	0.9990	12	11	12	16	15	16	1.16116824E8	1.16116824E8	1.16116824E8	5C(57.0214),5C(57.0214)		
sp|Q9H2P0|ADNP_HUMAN	Q9H2P0	ADNP_HUMAN	ADNP	1102	Homo sapiens	Activity-dependent neuroprotector homeobox protein	1:Experimental evidence at protein level	1.09	1.0000	0.9990	1	1	1	1	1	1	3602175.0	3602175.0	3602175.0			
sp|Q9H2U1|DHX36_HUMAN	Q9H2U1	DHX36_HUMAN	DHX36	1008	Homo sapiens	ATP-dependent DNA/RNA helicase DHX36	1:Experimental evidence at protein level	3.77	1.0000	0.9990	4	4	4	3	3	3	3.7110048E7	3.7110048E7	3.7110048E7			
sp|Q9H2U2|IPYR2_HUMAN	Q9H2U2	IPYR2_HUMAN	PPA2	334	Homo sapiens	Inorganic pyrophosphatase 2, mitochondrial	1:Experimental evidence at protein level	34.73	1.0000	0.9990	9	8	8	19	15	15	4.57153664E8	2.38206432E8	2.38206432E8	4C(57.0214),4C(57.0214),4C(57.0214)		
sp|Q9H2W6|RM46_HUMAN	Q9H2W6	RM46_HUMAN	MRPL46	279	Homo sapiens	Large ribosomal subunit protein mL46	1:Experimental evidence at protein level	5.73	1.0000	0.9990	2	2	2	2	2	2	1.9805758E7	1.9805758E7	1.9805758E7			
sp|Q9H307|PININ_HUMAN	Q9H307	PININ_HUMAN	PNN	717	Homo sapiens	Pinin	1:Experimental evidence at protein level	13.53	1.0000	0.9990	10	10	10	12	12	12	1.5985952E8	1.5985952E8	1.5985952E8	2M(15.9949)		
sp|Q9H313|TTYH1_HUMAN	Q9H313	TTYH1_HUMAN	TTYH1	450	Homo sapiens	Protein tweety homolog 1	1:Experimental evidence at protein level	12.22	1.0000	0.9990	5	5	5	10	10	10	6.9810784E8	6.9810784E8	6.9810784E8	N-term(42.0106),N-term(42.0106)		
sp|Q9H330|TM245_HUMAN	Q9H330	TM245_HUMAN	TMEM245	879	Homo sapiens	Transmembrane protein 245	1:Experimental evidence at protein level	3.41	1.0000	0.9990	3	3	3	4	4	4	2.5990604E7	2.5990604E7	2.5990604E7			
sp|Q9H361|PABP3_HUMAN	Q9H361	PABP3_HUMAN	PABPC3	631	Homo sapiens	Polyadenylate-binding protein 3	1:Experimental evidence at protein level	17.43	1.0000	0.9968	10	0	0	20	0	0	1.35570714E9	0	0			
sp|Q9H3G5|CPVL_HUMAN	Q9H3G5	CPVL_HUMAN	CPVL	476	Homo sapiens	Probable serine carboxypeptidase CPVL	1:Experimental evidence at protein level	19.33	1.0000	0.9990	8	8	8	13	13	13	4.13887552E8	4.13887552E8	4.13887552E8			
sp|Q9H3H3|CK068_HUMAN	Q9H3H3	CK068_HUMAN	C11orf68	292	Homo sapiens	UPF0696 protein C11orf68	1:Experimental evidence at protein level	30.48	1.0000	0.9990	8	8	8	11	11	11	2.1812272E8	2.1812272E8	2.1812272E8	4C(57.0214),4C(57.0214),4C(57.0214),N-term(42.0106)		
sp|Q9H3H9|TCAL2_HUMAN	Q9H3H9	TCAL2_HUMAN	TCEAL2	227	Homo sapiens	Transcription elongation factor A protein-like 2	2:Experimental evidence at transcript level	14.54	1.0000	0.9990	3	0	0	4	0	0	2.6439572E7	0	0			
sp|Q9H3K6|BOLA2_HUMAN	Q9H3K6	BOLA2_HUMAN	BOLA2	86	Homo sapiens	BolA-like protein 2	1:Experimental evidence at protein level	39.53	1.0000	0.9990	3	3	3	6	6	6	2.65072464E8	2.65072464E8	2.65072464E8	N-term(42.0106)		
sp|Q9H3M7|TXNIP_HUMAN	Q9H3M7	TXNIP_HUMAN	TXNIP	391	Homo sapiens	Thioredoxin-interacting protein	1:Experimental evidence at protein level	3.07	1.0000	0.9990	1	1	1	2	2	2	8466016.0	8466016.0	8466016.0			
sp|Q9H3N1|TMX1_HUMAN	Q9H3N1	TMX1_HUMAN	TMX1	280	Homo sapiens	Thioredoxin-related transmembrane protein 1	1:Experimental evidence at protein level	20.71	1.0000	0.9990	8	8	8	15	15	15	8.6471731E8	8.6471731E8	8.6471731E8	12C(57.0214),12C(57.0214),12C(57.0214)		
sp|Q9H3P2|NELFA_HUMAN	Q9H3P2	NELFA_HUMAN	NELFA	528	Homo sapiens	Negative elongation factor A	1:Experimental evidence at protein level	5.87	1.0000	0.9990	2	2	2	3	3	3	1.6398964E7	1.6398964E7	1.6398964E7			
sp|Q9H3P7|GCP60_HUMAN	Q9H3P7	GCP60_HUMAN	ACBD3	528	Homo sapiens	Golgi resident protein GCP60	1:Experimental evidence at protein level	15.15	1.0000	0.9990	5	5	5	7	7	7	6.16688E7	6.16688E7	6.16688E7	2C(57.0214),2C(57.0214),2C(57.0214)		
sp|Q9H3Q1|BORG4_HUMAN	Q9H3Q1	BORG4_HUMAN	CDC42EP4	356	Homo sapiens	Cdc42 effector protein 4	1:Experimental evidence at protein level	19.66	1.0000	0.9990	5	5	5	11	11	11	2.77712736E8	2.77712736E8	2.77712736E8	2M(15.9949)		
sp|Q9H3S7|PTN23_HUMAN	Q9H3S7	PTN23_HUMAN	PTPN23	1636	Homo sapiens	Tyrosine-protein phosphatase non-receptor type 23	1:Experimental evidence at protein level	10.15	1.0000	0.9990	16	16	16	15	15	15	8.8078624E7	8.8078624E7	8.8078624E7	2C(57.0214),3C(57.0214),7C(57.0214)		
sp|Q9H3U1|UN45A_HUMAN	Q9H3U1	UN45A_HUMAN	UNC45A	944	Homo sapiens	Protein unc-45 homolog A	1:Experimental evidence at protein level	18.11	1.0000	0.9990	14	14	14	15	15	15	1.54565584E8	1.54565584E8	1.54565584E8	17C(57.0214),6C(57.0214)		
sp|Q9H3Z4|DNJC5_HUMAN	Q9H3Z4	DNJC5_HUMAN	DNAJC5	198	Homo sapiens	DnaJ homolog subfamily C member 5	1:Experimental evidence at protein level	17.17	1.0000	0.9990	4	4	4	6	6	6	2.26867328E8	2.26867328E8	2.26867328E8			
sp|Q9H425|CA198_HUMAN	Q9H425	CA198_HUMAN	C1orf198	327	Homo sapiens	Uncharacterized protein C1orf198	1:Experimental evidence at protein level	15.29	1.0000	0.9990	4	4	4	7	7	7	1.11336944E8	1.11336944E8	1.11336944E8			
sp|Q9H444|CHM4B_HUMAN	Q9H444	CHM4B_HUMAN	CHMP4B	224	Homo sapiens	Charged multivesicular body protein 4b	1:Experimental evidence at protein level	34.82	1.0000	0.9990	7	7	7	11	11	11	3.10873856E8	3.10873856E8	3.10873856E8			
sp|Q9H477|RBSK_HUMAN	Q9H477	RBSK_HUMAN	RBKS	322	Homo sapiens	Ribokinase	1:Experimental evidence at protein level	2.48	1.0000	0.9990	1	1	1	1	1	1	2.3261374E7	2.3261374E7	2.3261374E7			
sp|Q9H479|FN3K_HUMAN	Q9H479	FN3K_HUMAN	FN3K	309	Homo sapiens	Fructosamine-3-kinase	1:Experimental evidence at protein level	36.57	1.0000	0.9990	10	10	10	20	20	20	8.9370419E8	8.9370419E8	8.9370419E8	13M(15.9949),13M(15.9949),9C(57.0214),9C(57.0214)		
sp|Q9H488|OFUT1_HUMAN	Q9H488	OFUT1_HUMAN	POFUT1	388	Homo sapiens	GDP-fucose protein O-fucosyltransferase 1	1:Experimental evidence at protein level	29.12	1.0000	0.9990	8	8	8	19	19	19	4.96977408E8	4.96977408E8	4.96977408E8	11C(57.0214),11C(57.0214),14C(57.0214),14C(57.0214),14C(57.0214),14C(57.0214), 9M(15.9949),4C(57.0214)		
sp|Q9H492|MLP3A_HUMAN	Q9H492	MLP3A_HUMAN	MAP1LC3A	121	Homo sapiens	Microtubule-associated proteins 1A/1B light chain 3A	1:Experimental evidence at protein level	23.14	1.0000	0.9990	3	1	1	13	5	5	1.55129523E9	4.9710496E8	4.9710496E8	9M(15.9949),9M(15.9949)		
sp|Q9H4A3|WNK1_HUMAN	Q9H4A3	WNK1_HUMAN	WNK1	2382	Homo sapiens	Serine/threonine-protein kinase WNK1	1:Experimental evidence at protein level	2.35	1.0000	0.9990	7	4	7	5	4	5	5.5629408E7	2.7423428E7	5.5629408E7	4C(57.0214),6C(57.0214)		
sp|Q9H4A4|AMPB_HUMAN	Q9H4A4	AMPB_HUMAN	RNPEP	650	Homo sapiens	Aminopeptidase B	1:Experimental evidence at protein level	30.46	1.0000	0.9990	18	18	18	35	35	35	4.64216E8	4.64216E8	4.64216E8	5C(57.0214),5C(57.0214),6C(57.0214),6C(57.0214),6C(57.0214),6C(57.0214),6C(57.0214),8C(57.0214)		
sp|Q9H4A6|GOLP3_HUMAN	Q9H4A6	GOLP3_HUMAN	GOLPH3	298	Homo sapiens	Golgi phosphoprotein 3	1:Experimental evidence at protein level	5.03	1.0000	0.9990	1	1	1	2	2	2	2.6913874E7	2.6913874E7	2.6913874E7			
sp|Q9H4B7|TBB1_HUMAN	Q9H4B7	TBB1_HUMAN	TUBB1	451	Homo sapiens	Tubulin beta-1 chain	1:Experimental evidence at protein level	27.49	1.0000	0.9990	12	6	6	80	13	13	4.1612235E10	6.083384E7	6.083384E7	10C(57.0214),10C(57.0214),4C(57.0214),4C(57.0214),6C(57.0214)		
sp|Q9H4F8|SMOC1_HUMAN	Q9H4F8	SMOC1_HUMAN	SMOC1	434	Homo sapiens	SPARC-related modular calcium-binding protein 1	1:Experimental evidence at protein level	6.68	1.0000	0.9990	3	3	3	3	3	3	3.291194E7	3.291194E7	3.291194E7	10C(57.0214), 14C(57.0214)		
sp|Q9H4G0|E41L1_HUMAN	Q9H4G0	E41L1_HUMAN	EPB41L1	881	Homo sapiens	Band 4.1-like protein 1	1:Experimental evidence at protein level	31.78	1.0000	0.9990	23	20	21	47	41	42	1.02761574E9	7.0318547E8	7.0318547E8	11C(57.0214),11C(57.0214),2C(57.0214),2C(57.0214),2C(57.0214),2M(15.9949),2M(15.9949),2M(15.9949),8C(57.0214),8C(57.0214),9C(57.0214),9C(57.0214)		
sp|Q9H4G4|GAPR1_HUMAN	Q9H4G4	GAPR1_HUMAN	GLIPR2	154	Homo sapiens	Golgi-associated plant pathogenesis-related protein 1	1:Experimental evidence at protein level	56.49	1.0000	0.9990	5	5	5	19	19	19	1.9042048E9	1.9042048E9	1.9042048E9	19M(15.9949),19M(15.9949),3C(57.0214),3C(57.0214),3C(57.0214),3C(57.0214),3C(57.0214)		
sp|Q9H4I2|ZHX3_HUMAN	Q9H4I2	ZHX3_HUMAN	ZHX3	956	Homo sapiens	Zinc fingers and homeoboxes protein 3	1:Experimental evidence at protein level	2.30	1.0000	0.9990	2	1	1	1	1	1	3.9379584E7	7770510.0	7770510.0			
sp|Q9H4M7|PKHA4_HUMAN	Q9H4M7	PKHA4_HUMAN	PLEKHA4	779	Homo sapiens	Pleckstrin homology domain-containing family A member 4	1:Experimental evidence at protein level	2.82	1.0000	0.9990	1	1	1	1	1	1	2951405.8	2951405.8	2951405.8			
sp|Q9H4M9|EHD1_HUMAN	Q9H4M9	EHD1_HUMAN	EHD1	534	Homo sapiens	EH domain-containing protein 1	1:Experimental evidence at protein level	43.45	1.0000	0.9990	20	12	20	42	24	42	4.83846144E8	2.91099488E8	4.83846144E8	N-term(42.0106)		
sp|Q9H4Z3|CAPAM_HUMAN	Q9H4Z3	CAPAM_HUMAN	PCIF1	704	Homo sapiens	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase	1:Experimental evidence at protein level	4.69	1.0000	0.9990	3	3	3	3	3	3	4.8481824E7	4.8481824E7	4.8481824E7	4C(57.0214)		
sp|Q9H553|ALG2_HUMAN	Q9H553	ALG2_HUMAN	ALG2	416	Homo sapiens	Alpha-1,3/1,6-mannosyltransferase ALG2	1:Experimental evidence at protein level	3.85	1.0000	0.9990	2	2	2	2	2	2	7747940.0	7747940.0	7747940.0			
sp|Q9H583|HEAT1_HUMAN	Q9H583	HEAT1_HUMAN	HEATR1	2144	Homo sapiens	HEAT repeat-containing protein 1	1:Experimental evidence at protein level	0.51	1.0000	0.9990	1	1	1	1	1	1	4436934.5	4436934.5	4436934.5			
sp|Q9H6F5|CCD86_HUMAN	Q9H6F5	CCD86_HUMAN	CCDC86	360	Homo sapiens	Coiled-coil domain-containing protein 86	1:Experimental evidence at protein level	3.06	1.0000	0.9990	1	1	1	1	1	1	0	0	0			
sp|Q9H6K4|OPA3_HUMAN	Q9H6K4	OPA3_HUMAN	OPA3	179	Homo sapiens	Optic atrophy 3 protein	1:Experimental evidence at protein level	3.91	1.0000	0.9990	1	1	1	3	3	3	1.13036608E8	1.13036608E8	1.13036608E8			
sp|Q9H6L2|TM231_HUMAN	Q9H6L2	TM231_HUMAN	TMEM231	316	Homo sapiens	Transmembrane protein 231	1:Experimental evidence at protein level	9.49	1.0000	0.9990	3	3	3	6	6	6	2.9682566E7	2.9682566E7	2.9682566E7			
sp|Q9H6Q4|CIAO3_HUMAN	Q9H6Q4	CIAO3_HUMAN	CIAO3	476	Homo sapiens	Cytosolic iron-sulfur assembly component 3	1:Experimental evidence at protein level	2.73	1.0000	0.9990	1	1	1	1	1	1	7650072.5	7650072.5	7650072.5			
sp|Q9H6R3|ACSS3_HUMAN	Q9H6R3	ACSS3_HUMAN	ACSS3	686	Homo sapiens	Acyl-CoA synthetase short-chain family member 3, mitochondrial	1:Experimental evidence at protein level	22.89	1.0000	0.9990	13	13	13	21	21	21	1.68326864E8	1.68326864E8	1.68326864E8	13C(57.0214),13C(57.0214)		
sp|Q9H6R4|NOL6_HUMAN	Q9H6R4	NOL6_HUMAN	NOL6	1146	Homo sapiens	Nucleolar protein 6	1:Experimental evidence at protein level	1.31	1.0000	0.9990	1	1	1	1	1	1	4884978.0	4884978.0	4884978.0			
sp|Q9H6S3|ES8L2_HUMAN	Q9H6S3	ES8L2_HUMAN	EPS8L2	715	Homo sapiens	Epidermal growth factor receptor kinase substrate 8-like protein 2	1:Experimental evidence at protein level	1.68	1.0000	0.9990	1	1	1	1	1	1	6385777.0	6385777.0	6385777.0			
sp|Q9H6T3|RPAP3_HUMAN	Q9H6T3	RPAP3_HUMAN	RPAP3	665	Homo sapiens	RNA polymerase II-associated protein 3	1:Experimental evidence at protein level	1.65	1.0000	0.9990	1	1	1	1	1	1	1.7397708E7	1.7397708E7	1.7397708E7			
sp|Q9H6U6|BCAS3_HUMAN	Q9H6U6	BCAS3_HUMAN	BCAS3	928	Homo sapiens	BCAS3 microtubule associated cell migration factor	1:Experimental evidence at protein level	1.51	1.0000	0.9990	1	1	1	3	3	3	1.1963326E7	1.1963326E7	1.1963326E7			
sp|Q9H6V9|LDAH_HUMAN	Q9H6V9	LDAH_HUMAN	LDAH	325	Homo sapiens	Lipid droplet-associated hydrolase	1:Experimental evidence at protein level	3.08	1.0000	0.9990	1	1	1	2	2	2	1.5255782E7	1.5255782E7	1.5255782E7			
sp|Q9H6X2|ANTR1_HUMAN	Q9H6X2	ANTR1_HUMAN	ANTXR1	564	Homo sapiens	Anthrax toxin receptor 1	1:Experimental evidence at protein level	6.74	1.0000	0.9990	3	3	3	6	6	6	9.3848352E7	9.3848352E7	9.3848352E7			
sp|Q9H6Y2|WDR55_HUMAN	Q9H6Y2	WDR55_HUMAN	WDR55	383	Homo sapiens	WD repeat-containing protein 55	1:Experimental evidence at protein level	3.66	1.0000	0.9990	1	1	1	1	1	1	3920796.5	3920796.5	3920796.5			
sp|Q9H6Z4|RANB3_HUMAN	Q9H6Z4	RANB3_HUMAN	RANBP3	567	Homo sapiens	Ran-binding protein 3	1:Experimental evidence at protein level	15.70	1.0000	0.9990	6	6	6	8	8	8	6.9688304E7	6.9688304E7	6.9688304E7			
sp|Q9H7B2|RPF2_HUMAN	Q9H7B2	RPF2_HUMAN	RPF2	306	Homo sapiens	Ribosome production factor 2 homolog	1:Experimental evidence at protein level	8.17	1.0000	0.9990	2	2	2	3	3	3	3.5553584E7	3.5553584E7	3.5553584E7			
sp|Q9H7B4|SMYD3_HUMAN	Q9H7B4	SMYD3_HUMAN	SMYD3	428	Homo sapiens	Histone-lysine N-methyltransferase SMYD3	1:Experimental evidence at protein level	7.01	1.0000	0.9990	3	3	3	4	4	4	1.15412352E8	1.15412352E8	1.15412352E8			
sp|Q9H7D7|WDR26_HUMAN	Q9H7D7	WDR26_HUMAN	WDR26	661	Homo sapiens	WD repeat-containing protein 26	1:Experimental evidence at protein level	2.87	1.0000	0.9990	1	1	1	2	2	2	9034885.0	9034885.0	9034885.0			
sp|Q9H7Z6|KAT8_HUMAN	Q9H7Z6	KAT8_HUMAN	KAT8	458	Homo sapiens	Histone acetyltransferase KAT8	1:Experimental evidence at protein level	2.62	1.0000	0.9990	1	1	1	1	1	1	1.0218845E7	1.0218845E7	1.0218845E7			
sp|Q9H7Z7|PGES2_HUMAN	Q9H7Z7	PGES2_HUMAN	PTGES2	377	Homo sapiens	Prostaglandin E synthase 2	1:Experimental evidence at protein level	24.14	1.0000	0.9990	7	7	7	9	9	9	1.10366784E8	1.10366784E8	1.10366784E8			
sp|Q9H813|PACC1_HUMAN	Q9H813	PACC1_HUMAN	PACC1	350	Homo sapiens	Proton-activated chloride channel	1:Experimental evidence at protein level	2.29	1.0000	0.9990	1	1	1	1	1	1	3973433.0	3973433.0	3973433.0			
sp|Q9H814|PHAX_HUMAN	Q9H814	PHAX_HUMAN	PHAX	394	Homo sapiens	Phosphorylated adapter RNA export protein	1:Experimental evidence at protein level	7.36	1.0000	0.9990	3	3	3	4	4	4	4.721472E7	4.721472E7	4.721472E7			
sp|Q9H832|UBE2Z_HUMAN	Q9H832	UBE2Z_HUMAN	UBE2Z	354	Homo sapiens	Ubiquitin-conjugating enzyme E2 Z	1:Experimental evidence at protein level	12.15	1.0000	0.9990	4	4	4	8	8	8	4.6588896E7	4.6588896E7	4.6588896E7	10M(15.9949),4C(57.0214),4C(57.0214)		
sp|Q9H845|ACAD9_HUMAN	Q9H845	ACAD9_HUMAN	ACAD9	621	Homo sapiens	Complex I assembly factor ACAD9, mitochondrial	1:Experimental evidence at protein level	22.22	1.0000	0.9990	11	11	11	14	14	14	8.9261312E7	8.9261312E7	8.9261312E7	11C(57.0214),4C(57.0214)		
sp|Q9H892|TTC12_HUMAN	Q9H892	TTC12_HUMAN	TTC12	705	Homo sapiens	Tetratricopeptide repeat protein 12	1:Experimental evidence at protein level	1.28	1.0000	0.9818	1	1	1	1	1	1	4664476.5	4664476.5	4664476.5			
sp|Q9H8H3|TMT1A_HUMAN	Q9H8H3	TMT1A_HUMAN	TMT1A	244	Homo sapiens	N6-adenosine-methyltransferase TMT1A	1:Experimental evidence at protein level	38.11	1.0000	0.9990	9	9	9	22	22	22	1.6434592E9	1.6434592E9	1.6434592E9	3C(57.0214),3C(57.0214),6C(57.0214),6C(57.0214),6C(57.0214),8C(57.0214),8C(57.0214),9M(15.9949),9M(15.9949)		
sp|Q9H8M1|CQ10B_HUMAN	Q9H8M1	CQ10B_HUMAN	COQ10B	238	Homo sapiens	Coenzyme Q-binding protein COQ10 homolog B, mitochondrial	2:Experimental evidence at transcript level	4.20	1.0000	0.9990	1	0	1	1	0	1	1.8572198E7	0	1.8572198E7			
sp|Q9H8S9|MOB1A_HUMAN	Q9H8S9	MOB1A_HUMAN	MOB1A	216	Homo sapiens	MOB kinase activator 1A	1:Experimental evidence at protein level	22.69	1.0000	0.9990	6	1	6	8	0	8	2.8621744E8	5604743.5	2.8621744E8	N-term(42.0106)		
sp|Q9H8Y8|GORS2_HUMAN	Q9H8Y8	GORS2_HUMAN	GORASP2	452	Homo sapiens	Golgi reassembly-stacking protein 2	1:Experimental evidence at protein level	14.60	1.0000	0.9990	5	5	5	5	5	5	5.2794096E7	5.2794096E7	5.2794096E7	11C(57.0214)		
sp|Q9H936|GHC1_HUMAN	Q9H936	GHC1_HUMAN	SLC25A22	323	Homo sapiens	Mitochondrial glutamate carrier 1	1:Experimental evidence at protein level	28.17	1.0000	0.9990	8	5	8	9	5	9	8.1637576E7	6.5923152E7	8.1637576E7	8C(57.0214),8C(57.0214)		
sp|Q9H974|QTRT2_HUMAN	Q9H974	QTRT2_HUMAN	QTRT2	415	Homo sapiens	Queuine tRNA-ribosyltransferase accessory subunit 2	1:Experimental evidence at protein level	5.06	1.0000	0.9990	1	1	1	1	1	1	8025850.0	8025850.0	8025850.0			
