Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	H:\Perdu-Alloy Pauline\organoides fixes\TU014848CK_Slot1-01_1_3103.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014849CK_Slot1-02_1_3104.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014850CK_Slot1-03_1_3105.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014851CK_Slot1-04_1_3106.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014852CK_Slot1-05_1_3107.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014853CK_Slot1-06_1_3108.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014854CK_Slot1-07_1_3109.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014855CK_Slot1-08_1_3110.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014856CK_Slot1-09_1_3111.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014857CK_Slot1-10_1_3112.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014858CK_Slot1-11_1_3113.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014859CK_Slot1-12_1_3114.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014861CK_Slot1-25_1_3116.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014862CK_Slot1-26_1_3117.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014863CK_Slot1-27_1_3118.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014864CK_Slot1-28_1_3119.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014865CK_Slot1-29_1_3120.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014866CK_Slot1-30_1_3121.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014867CK_Slot1-31_1_3122.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014868CK_Slot1-32_1_3123.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014869CK_Slot1-33_1_3124.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014870CK_Slot1-34_1_3125.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014871CK_Slot1-35_1_3126.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014872CK_Slot1-36_1_3127.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014874CK_Slot1-13_1_3129.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014875CK_Slot1-14_1_3131.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014876CK_Slot1-15_1_3132.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014877CK_Slot1-16_1_3133.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014878CK_Slot1-17_1_3134.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014879CK_Slot1-18_1_3135.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014880CK_Slot1-19_1_3136.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014881CK_Slot1-20_1_3137.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014882CK_Slot1-21_1_3138.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014883CK_Slot1-22_1_3139.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014884CK_Slot1-39_1_3140.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014885CK_Slot1-40_1_3141.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014886CK_Slot1-41_1_3142.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014887CK_Slot1-42_1_3143.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014888CK_Slot1-43_1_3144.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014889CK_Slot1-44_1_3145.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014890CK_Slot1-45_1_3146.d
Q8IW75	Q8IW75	SPA12_HUMAN	SERPINA12	Serpin A12	1191.41	1180.82	890.661	1526.95	1903.15	1821.33	1141.17	1859.57		1499.56	1997.34		1371.1	1751.37	1315.5	1287.86	993.14	2356.23	2033.72	1719.31	806.954	1682.08	1289.1	1772.44		2979.63	2824.39	3198.04	3236.21	1932.31	3247.08	3002.99	2424.9	3223.82	1859.03	2496.38	2642.67	2381.88	2673.19	2195.63	2676.36
Q8IWZ3	Q8IWZ3	ANKH1_HUMAN	ANKHD1	Ankyrin repeat and KH domain-containing protein 1	20387.8	2200.36	19998.4	17231.1	17401.1	18800.4	18586.8	19200.6	16864.1	19981.8	21949.9	14925.6	14378.6	15432.6	18875.8	13237.1	17945.6	6873.57	16731.9	18996.1	16470.3	13812.2	8355.11	14828.3		11011.6	17313.3	4664.5	14412.8	16059.6	16789.3	17515.2	16674.6	17872.7	6873.73	16058.1	9762.29	12892.1	11659.2	12081.7	11242.5
Q8IZ83	Q8IZ83	A16A1_HUMAN	ALDH16A1	Aldehyde dehydrogenase family 16 member A1		524.804																																							
Q8N1N4	Q8N1N4	K2C78_HUMAN	KRT78	Keratin, type II cytoskeletal 78	5790.72	11525.6	6825.94	6916.6	8358.01	6304.01	5430	6234.75	7056.03	5576.22	5823.87	7619.76	5790.61	7974.57	5909.57	11186.3	7993.67	25899.6	6807.92	5902	7452.16	7448.45	9114.02	5511.68		14554.8	9777.02	22327.7	14102	10222.2	8712.17	8471.52	9755.01	7819.62	14147.5	6205.44	8417.15	6540.27	6754.96	7078.94	7945.53
Q8N3Y7	Q8N3Y7	RDHE2_HUMAN	SDR16C5	Epidermal retinol dehydrogenase 2		1909.3											3063.48			1128.65		964.695					1160.34					5847.88	7099.4						4841.74						
Q8N456	Q8N456	LRC18_HUMAN	LRRC18	Leucine-rich repeat-containing protein 18	866.885	465.298	856.438				1257		690.513							911.085	523.445		870.082	1465.21	1160.06																				
Q8NCU4	Q8NCU4	CC191_HUMAN	CCDC191	Coiled-coil domain-containing protein 191	27838.7	3626.38	33732.3	21484.1	18941.6	20130.6	20618.1	22797.3	65917.8	21924.9	31599.7	71715.2	42963.1	33395.6	46795.1	27785.9	40703.5	18439.6	43726.1	36805	42596.8	36955.6	19688.4	37946		23977.9	29931.5	24404.6	33121.4	38006.7	39998.5	34587.4	31181.6	31441.2	15997.8	18944.9		30669.8	12947.2	33199.8	30976.1
Q8NCW5	Q8NCW5	NNRE_HUMAN	NAXE	NAD(P)H-hydrate epimerase		378.292											314.684					374.347																							
Q8NEX9	Q8NEX9	DR9C7_HUMAN	SDR9C7	Short-chain dehydrogenase/reductase family 9C member 7		1554.95			1203.01	937.375		541.437				1155.05	190.368			1352.56	1027.95	1834.71	2462.14		1145.16	1615.21	896.027			2680.69	2404.67	2093.92	3470.08	1981.16	1690.35		2590.64		2067.76					1839.22	
Q8TCU4	Q8TCU4	ALMS1_HUMAN	ALMS1	Alstrom syndrome protein 1	616444	145871	582159	490343	490675	506047	538499	533749	600386	614650	621245	610465	450399	439292	593458	408437	519074	228876	536533	589624	547262	603179	304437	598815		321903	470045	340532	492702	419285	438651	448872	505250	432341	225681	362579	230743	471800	356428	524161	308408
Q8TDB8	Q8TDB8	GTR14_HUMAN	SLC2A14	Solute carrier family 2, facilitated glucose transporter member 14	7396.43	1901.84	6540.2	5197.96	6666.04	7541.46	5192.99	6738.75	7995.86	7973.45	5369.6	9346.41	3915.22	5020.6	6857.79	3760.39	6385.64	5009.93	4736.29	6137.42	5062.1	5246.45	5251.33	4139.01		6369.46	8733.14	7450.57	7697.58	8034.71	8494.84	8612.33	7312.39	9142.21	6289.46	6714.97	5259.54	7425.68	7248.73	6703.61	6452.52
Q8TE68	Q8TE68	ES8L1_HUMAN	EPS8L1	Epidermal growth factor receptor kinase substrate 8-like protein 1		557.165																				1452.48	805.376												4070.25					1938.97	
Q8WUM4	Q8WUM4	PDC6I_HUMAN	PDCD6IP	Programmed cell death 6-interacting protein	2253.71	1727.92	3045.03	3159.88	2505.49	3978.61	3478.77	2621.75		3188.86	1747.91	3528.7	2713.84	5084.68	2000.12	2439.57	3212.71	9205.3	2333.96	2650.7	1946.34	1936.12	3028.03	1995.24		7727.68	4757.89	7274.2	5974.43		4781			2783.32	3339.61	2490.81		2009.87		2486.83	
Q8WVV4	Q8WVV4	POF1B_HUMAN	POF1B	Protein POF1B	835.907	17710.7	1677.03	1587.21	13111.9	1158.39	1017.56	897.646		1193.35	986.631	1290.12	2022.91	1100.06	1363.33	10784.6	1452.79	2036.59	1341.99	1506.79	4203.44	1332.99	6780.45	2239.34		2281.54	5173.81	6358.98	3521.76	3134.11	3479.7	4390.12	3870.29	2841.6	8594.87	3019.71			2487.71	3306.8	3652.38
Q92499	Q92499	DDX1_HUMAN	DDX1	ATP-dependent RNA helicase DDX1	1466.55	512.701	1485.45	1015.34	1323.83	1538.13	1163.14	1154.47		1640.53	898.864	1296.26	1327.9	1555.13	1817.27	1612.24	904.101		2007.82	1429.99	1175.79	733.194	1571.61	1695.38		1873.2	2447.55		2098.49	3001.72	2136.86	2678.57	2565	2709.71	2303.91	2467.83	1748.85	2336.05	2082.87	1925.56	1973.58
Q92522	Q92522	H1X_HUMAN	H1FX	Histone H1x	1324.77	475.424	870.156	650.892	408.291	580.436	509.84	562.299		769.201	1306.04	357.425	1257.3	823.873	875.937	552.212	1286.4	622.143	1005.8	917.284	1340.57	767.339	705.889	813.854																	
Q92747	Q92747	ARC1A_HUMAN	ARPC1A	Actin-related protein 2/3 complex subunit 1A		392.593																					637.354																		
Q92817	Q92817	EVPL_HUMAN	EVPL	Envoplakin		1524.16											1900.25	1951.12		537.283							1973.52												3620.51	3755.16					3566.54
Q92820	Q92820	GGH_HUMAN	GGH	Gamma-glutamyl hydrolase	1254.46	1635.34	1375.04	1870.66	1531.75	1957.26	1970.33	1630.1	684.751	1652.06	2086.85	2076.76	1747.56	2559.32	1373.83	1819.69	1933.18	5226.96	1966.73	1462.63	1563.19	2203.86	1327.17	1326.79		2099.35		1879.19		2466.82	3082.55		2973.39		3038.54				3412.96	3422.22	2585.64
Q92874	Q92874	DNSL2_HUMAN	DNASE1L2	Deoxyribonuclease-1-like 2		815.941																374.975																							
Q92945	Q92945	FUBP2_HUMAN	KHSRP	Far upstream element-binding protein 2	2435.64	447.357	2720.85	1494.36	1138.74	1435.89	1771.42	745.696			1961.08	1476.68		1744.95	1767.06	1760.11	1170.23	1099.8	568.196			477.594	832.969	1964.35		1265.75		1585.96	1157.35	1395.29	1324.26	1760.18	1810.5	1278.43	746.506						
Q93009	Q93009	UBP7_HUMAN	USP7	Ubiquitin carboxyl-terminal hydrolase 7	1527.36	917.265		1982.37	1635.23	1393.58	1404.46					4416.19		1748.62	1550.32	1913.08	1244.85	1727.19				1012.47													2383.35						
Q969L2	Q969L2	MAL2_HUMAN	MAL2	Protein MAL2		867.445		765.978		855.479							492.967	701.417		607.245	1136.73	1485.58	605.438			1950.79	841.125			947.165		1637.02													
Q96AE4	Q96AE4	FUBP1_HUMAN	FUBP1	Far upstream element-binding protein 1	5753.58	1451.97	3951.94	5007.75	4936.37	4677.48	5095.3	4246.41	4964.79	4631.81	4275.47	6337.44	4094.6	4452.6	4843.9	4101.42	4077.65	3229.18	4509.26	4067.84	5163.27	3755.83	3700.75	5855.48		2487.13	2086.66	2238.96	2705.77	1995.52	3099.62	2141.71	2395.74	2250.16	2215.92	3095.57	2280.06	3295.61	1677.25	3024.29	3084.73
Q96CW6	Q96CW6	S7A6O_HUMAN	SLC7A6OS	Probable RNA polymerase II nuclear localization protein SLC7A6OS	4252.71	498.629	5028.2	4218.89	4888.6	4013.85	4960.81	4688.77	3746.99	4687.44	4636.38	5544.82	3516.58	3951.77	5134.85	3596.26	3411.19	1980.53	5309.36	4497.81	2946.4	3743.73	2810.7	3767.62		2762.55	4293.15	2645.18	3930.14	4794.88	4343.64	4169.53	5025.36	5330.37	3286.9	3651.18		4337.4	3769.14	4745.6	3899.48
Q96DA0	Q96DA0	ZG16B_HUMAN	ZG16B	Zymogen granule protein 16 homolog B	3967.88	1687.11	4059	3750.34	2620.12	3566.27	3390.68	5766.63	3907.49	4733.03	4780.09	3937.44	3121.42	3947.11	3894.78	2931.02	3337.29	2830.52	3438.35	3722.26	3512.04	3757.07	2828.17	2440.49		3685.18	4201.8	4593.11	4565.63	4934.56	6191.35	5112.88	5724.02	4894.81	3368.4	3870.54	3716.43	4529.3	4006.13	4506.12	4482.97
Q96DR8	Q96DR8	MUCL1_HUMAN	MUCL1	Mucin-like protein 1	17309.6	16271	17104.3	16444.9	12817.2	10493.8	16872.9	21618.2	22860.9	61892.5	54139	15039.1	31441.1	49654.4	61508.8	11949.2	13484.5	20399.4	16640.9	35597.6	53454.1	28528.4	11793.7	13319		5778.94	6888.59	11379.1			11360.2	6437.32	8820.68	5744.44			3115.4	6183.1	6369.22	5363.48	4133.76
Q96FQ6	Q96FQ6	S10AG_HUMAN	S100A16	Protein S100-A16		872.318	584.785	1008.63	555.376					347.407			1543.28					1430.84	1177.89		1146.16	759.719	394.754			2411.89	2019.09	2230.4		1478.36	2062.52	1545.68	2129.62	1617.51	1478.57					2633.48	
Q96FW1	Q96FW1	OTUB1_HUMAN	OTUB1	Ubiquitin thioesterase OTUB1		209.947																																							
Q96G03	Q96G03	PGM2_HUMAN	PGM2	Phosphoglucomutase-2		657.96																					1802.84																		
Q96KP4	Q96KP4	CNDP2_HUMAN	CNDP2	Cytosolic non-specific dipeptidase		980.398											669.658											505.475																	
Q96L46	Q96L46	CPNS2_HUMAN	CAPNS2	Calpain small subunit 2	745.161	1375.73		952.542	877.178	884.365				850.873	858.722		853.552	1012.11	799.768	771.385	1845.83	1512.75	825.717	490.107		404.841		1221.67		1919.58	1581.27	1659.55	1670.02				1501.95		1718.71		1415.69	954.337		1536.51	1367.41
Q96NU0;Q9BZ76;Q9C0A0	Q96NU0;Q9BZ76;Q9C0A0	CNT3B_HUMAN;CNTP3_HUMAN;CNTP4_HUMAN	CNTNAP3;CNTNAP3B;CNTNAP4	Contactin-associated protein-like 3B			2283.83			2065.15				2567.92	3944.6		2909.89		5518.68					2156.73				2560.49		2901.96		3429.73	3169.75		5141.37		3967.39	2395.98		2767.33		3753.67	3630.59	3563.8	
Q96NY7	Q96NY7	CLIC6_HUMAN	CLIC6	Chloride intracellular channel protein 6		190.753					947.496			812.78			573.257	784.947		796.109	716.422	366.395			1060.31	863.923		790.652											1158.02				1533.77		1719.06
Q96P63	Q96P63	SPB12_HUMAN	SERPINB12	Serpin B12	3356.82	6371.67	5413.11	6250.45	4084.26	5427.35	2839.56	7739.47	4331.76	3305.33	3896.13	4801.72	4344.79	5600.12	4208.91	8164.56	5560.8	52387.9	5114.61	4932.15	4519.78	4511.7	3916.82	4163.83		20491.6	7244.21	9377.63	7044.79	6134.42	5243.86	5244.2	6219.05	5180.72	17565	4892.15	6002.04	5638.09	4763.56	5776.15	6654.77
Q96Q11	Q96Q11	TRNT1_HUMAN	TRNT1	CCA tRNA nucleotidyltransferase 1, mitochondrial	5210.42	735.197	4294.96	2321.92	2891.36	3640.29	4423.71	3798.04	4648.86	5712.47	4685.04	5917.86	5311.42	6972.49	4778.1	5684.5	5991.44	3373.17	5594.98	5818.83	5506.41	4566.73	4308.01	6650.8		4385.84	5794.03	5291.96	6656.37	5317.68	6827.99	6957.95	8040.11	6901.73	5092.74	6575.2	5962.8	7809.14	7592.08	6955.54	5950.63
Q96QA5	Q96QA5	GSDMA_HUMAN	GSDMA	Gasdermin-A	2595.86	4967.65	3753.54	3229.45	4040.11	4536.95	2845.67	3538.32	3718.55	2198.75	3184.56	3310.44	2785.39	7537.09	2171.08	4004.46	4865.34	5791.11	3824.24	3338.6	3867.38	4053.41	3058.49	2639.17		5263.75	3471.21	5558.25	4616.13	3121.21	3187.34	2784.87	2156.24	2894.26	3955.2	1492.31		1450.46	1607.54	1995.2	2735.04
Q96TA1	Q96TA1	NIBL1_HUMAN	FAM129B	Niban-like protein 1		439.81																		691.128																					
Q99436	Q99436	PSB7_HUMAN	PSMB7	Proteasome subunit beta type-7	2169.08	442.251	2766.68	2508.48	2173.77	2240.1	4777.11	3346.34	1720.85	4161.39	3275.3	3056.43	3512.26	2283.71	2396.27	1723.79	2462.7	779.084	1955.52	2026.66	1297.03	1582.06	1548.4			2385.4	3783.23	1914.33	3072.24	4483.71	3619.31	3351.71	3940.26	3784.41	3015.44	3934.72	4125.79	5305.27	4336.34	6253.98	3648.89
Q99456	Q99456	K1C12_HUMAN	KRT12	Keratin, type I cytoskeletal 12																										4873.84	6400.87	13725.5	8017.97	7221.23	7761.51	7222.74	7236.21	8167.74	7451.99	7874.53	6635.11	4734.31	4484.2	16417.8	8189.47
Q99497	Q99497	PARK7_HUMAN	PARK7	Protein/nucleic acid deglycase DJ-1	5132.96	1148.63	2644.01	2314.02	2645.15		2757.86	2796.79	2727.51		2456.15		1881.7		1530.51	2462.9	1890.08	2658.34	1555.24	2183.05	2322.09	1738.16				3332.55	2935.34	2552.78	3393.7	2968.07				3635.69		2906.67		3953.53	3218.95	3354.01	4558.03
Q99536	Q99536	VAT1_HUMAN	VAT1	Synaptic vesicle membrane protein VAT-1 homolog	1124.25	1554.19		1139.34	1369.42	1557.97	1000.05	1399.92	1680.05	1366.51			948.644	1037.69	1190.11	1311.5	1239.65	1632.97	1315.48	1718.44	1559.17	1211.9	1470.63	1442.48		3727.84		2863.59	2712.62		2496.48		2569.47	2168.9	2602.41	2216.81		2860.16	2301.9	2274.66	2401.92
Q99829	Q99829	CPNE1_HUMAN	CPNE1	Copine-1		489.74				566.02		641.422						548.261		584.57		435.435				1282.14	981.29										1385.26				1691.2	1157.16		1110.76	1328.77
Q99832	Q99832	TCPH_HUMAN	CCT7	T-complex protein 1 subunit eta	694.211	411.638	1580.23	971.188	1145.39	832.633	1120.83	1265.52		986.114	1162.54		1334.5	1116.85	1377.18	1504.46	1358.34	834.539	1094.73	1154.4	898.727	1621.92	1274.15	1526.26		2390.39		2054.99	3284.21		2684.16		2539.7		2408.31	1960	3930.03	2918.26	2089.48	2560.32	2304.06
Q9BQ50	Q9BQ50	TREX2_HUMAN	TREX2	Three prime repair exonuclease 2		1138.16																					1920.26																		
Q9BTV4	Q9BTV4	TMM43_HUMAN	TMEM43	Transmembrane protein 43		703.615																871.125						822.555		1529.88		1595.44			1361.57				1192.23						
Q9BUF5	Q13509;Q9BUF5	TBB6_HUMAN	TUBB6	Tubulin beta-6 chain	3303.85	1933.6	3214.94	3080.63	3428.87	3166.61	3581.44	3849.21		4470.07	4193.84	3086.2	3905.71	2525.53	4543.86	2903.04	2934.33	2738.45	3861.41	3517.71	3696.37	2680.13	3890.54	3458.38		1006.46	2277.88	1140.41	1608.04	2221.01	1257.66	1605.1	1664.73	1613.98	3030.15	2586.48	3096.36	2709.24	2829.05	3011.69	2836.62
Q9BUT1	Q9BUT1	BDH2_HUMAN	BDH2	3-hydroxybutyrate dehydrogenase type 2	2813.74	657.421	2436.78	3049.61	2401.93	2361.82	2156.2	3614.77		2329.31	2490.32	3025.33	1295.33	2306.63	2299.59	2507.21	2504.74	1792.53	2205.12	2732.3	2947.36	2383.86	1893.74	2374.28																	
Q9BVA1	Q13885;Q9BVA1	TBB2B_HUMAN	TUBB2B	Tubulin beta-2B chain	8665.88	4478.76	6248.53	7280.89	7894.38	8022.75	9052.88	10164.1		10686.8	8208.34	5906.1	8072.23	9151.49	9673.33	7058.91	8003.11	6416.03	9905.64	9891.29	7051.53	10014.5	8474.58	10932.8		3018.33	3642.63	3293.26	3737.31	3418.02	4815.74	4266.57	3820.69	4068.83	4753.81	5017.16	5579.48	5897.05	5253.77	5855.68	6842.57
Q9BVK6	Q9BVK6	TMED9_HUMAN	TMED9	Transmembrane emp24 domain-containing protein 9		497.638			414.938	156.395		712.061					261.88			1020.29		729.22								1567.53		1480.5							1766.4						
Q9BW30	Q9BW30	TPPP3_HUMAN	TPPP3	Tubulin polymerization-promoting protein family member 3	1504.08	364.316	1189.46	846.809	583.771	1132.66	1128.88	1104.96	1297.12	1295.22	1031.53	1069.07	1248.25	760.682	1139.66	1124.3	1216.75	991.638	649.318	929.859	1006.78	1963.43	1247.25	875.19		1481	2059.65	1705.94	1668.56	2072.95	1843.84	2038.33	1981.9	2144.63	1574.08	1808.45	1701.44	1447.52	1724.41	1696.15	1620.78
Q9BYJ1	Q9BYJ1	LOXE3_HUMAN	ALOXE3	Hydroperoxide isomerase ALOXE3		1227.62		2677.61		1386.97								2563.89		1017.04	1519.6	2823.57	2040.69			3535.7		1442.69		1846.78									1717.84						
Q9BZE4	Q9BZE4	NOG1_HUMAN	GTPBP4	Nucleolar GTP-binding protein 1	3852.68	850.354	2907.03	3252.81	3129.12	3595.43	3337.1	3450.73	4071.45	3697.63	3012.14	3594.63	2691.09	2909.58	3790.42	2427.46	3399.26	2651.85	3491.16	3154.94	3356.71	3523.51	2379.04	3425.53				3283.75	3778.18	3745.19	3753.51	4103.84	3948.14	3460.53		2988.79		6050.06	3087.89	2940.54	3164.58
Q9C075	Q9C075	K1C23_HUMAN	KRT23	Keratin, type I cytoskeletal 23	2257.43	4965.85	2644.85	3761.11	3770.39	2461.99	2622.87	2740.96	3312.38	2367.68	2488.14	3798.41	2547.47	2807.14	2046.08	4946.21	3592.99	4836.49	2653.68	2255.08	2715.02	2086.86	3486.16	2792.02		3851.68	5010.45	5755.65	5907.23	3398.01	3082.46	3146.48	5670.06	3129.65	4173.36	5126.01			2001.18		3877.7
Q9GZP4	Q9GZP4	PITH1_HUMAN	PITHD1	PITH domain-containing protein 1	659.991	736.555	404.084	996.802	788.227	935.594	488.927	907.24		596.082	1159.11		1131.79		645.001	953.749	1017.09	1825.89	438.155	579.955	1218.24	1085.19		996.117		1128.7		1243.76		861.216	1123.32	1047.7	1478.75		1190.44	1125.55		1258.23	1532.57	1409.24	1467.69
Q9H0E2	Q9H0E2	TOLIP_HUMAN	TOLLIP	Toll-interacting protein	991.73	1760.63	1712.42	2420.63	1832.51	1198.14	1508.64	907.618		1328.38	1765.73		1481.33	1766.9	1661.77	2076.23	916.091	2146.14	973.448	1231.95	1235.48	2514.37	819.545	1621.79		959.281		1302.37	1027.7												843.949
Q9H0K6	Q9H0K6	PUS7L_HUMAN	PUS7L	Pseudouridylate synthase 7 homolog-like protein	28429.5	5685.02	28427.6	25905.7	22858	30304.6	32163.4	31935.4	45878.5	29169.8	33129.5	49786.4	21335.9	21956.3	23906.7	21041.2	27490.4	12970	30940	28038.2	31440.4	27904.1	24005.5	24847.7		13282	17749.8	12144.7	18629.9	21743.9	19220.2	21764.5	19501.1	19090.6	12850.7	16991.8	21226.3	18600.2	15443.4	15964.8	16405
Q9H0P0	Q9H0P0	5NT3A_HUMAN	NT5C3A	Cytosolic 5'-nucleotidase 3A		1501.23											458.533		431.796	686.503							913.92												2548.4						
Q9H1E1	Q9H1E1	RNAS7_HUMAN	RNASE7	Ribonuclease 7	1119.34	3505.79	782.561	1986.41	1464.91	1414.9	1158.49	1125.33		1688.93	2163.81	1083.29	1553.32	1999.7	1638.11	1664.81	715.605	1563.6	2454.62	1030.3	1647.39	1943.87	1141.86	1302.28		1542.6		2983.19	3900.8		1772.31	2263.45	1779.23	1722.88	1955.59			1328.59	1446.61		1517
Q9H1E3	Q9H1E3	NUCKS_HUMAN	NUCKS1	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	5047.48	786.062	4963.96	3041.84	3213.95	3025.51	4355.02	4811.81	3757.61	2638.24	3094.87	4908.49	3304.85	3239.09	5312.98	3923.71	4687.63	1269.2	2914.11	4265.53	3732.86	3521.19	3060.57	4713.79		5067.37	5953.44	4356.1	5726.39	7531.56	5918.95	6555.22	6295.28	6425.29	4173.65	7953.07	6422.45	6588.66	6654.1	6069.59	5778.78
Q9H2C0	Q9H2C0	GAN_HUMAN	GAN	Gigaxonin		677.525																																							
Q9H444	Q9H444	CHM4B_HUMAN	CHMP4B	Charged multivesicular body protein 4b	768.707	653.646				706.957		1039.73			489.575		1152.77	945.468	1309.78	822.334		476.353	434.957		647.692		1166.25																		
Q9H4M9	Q9H4M9	EHD1_HUMAN	EHD1	EH domain-containing protein 1		334.548														315.208	301.682																								
Q9H6B9	Q9H6B9	EPHX3_HUMAN	EPHX3	Epoxide hydrolase 3		596.484											536.708			1596.68	759.388	1345.16			433.652		947.367																		
Q9H853	Q9H853	TBA4B_HUMAN	TUBA4B	Putative tubulin-like protein alpha-4B	5481.14				3623.06			4451.3			2409.11								1966.56			3141.42								2280.19					3120.56				3604.35		
Q9HB40	Q9HB40	RISC_HUMAN	SCPEP1	Retinoid-inducible serine carboxypeptidase		450.306																547.084																							
Q9HBD1	Q9HBD1	RC3H2_HUMAN	RC3H2	Roquin-2		33177.7	105846				103439							164457	188210		152575	115824	135443		149566			113106		55656.7	86486.9	91641.6					123213		126242		139746	121518	131058	144742	105632
Q9HCJ6	Q9HCJ6	VAT1L_HUMAN	VAT1L	Synaptic vesicle membrane protein VAT-1 homolog-like	1226.45	286.779	1883.86	1158.76	1470.98	1772.81	2284.13	1530.99	591.654	1370.58	1716.23	1732.6	808.687	1095.41	1361.35	999.651	2031.3	1332.37	1860.49	1676.34	1138.93	1652.19	1109.12	1458.23		2803.33	3007.59	2895.56	3822.17					2463.38		2447.99		2848.19			
Q9HCY8	Q9HCY8	S10AE_HUMAN	S100A14	Protein S100-A14	265.636	2499.86	916.667		1204.24	1447.65					867.565		3788.15	1255.18	416.243	4207.57	1128.96	4843.23	1539.52	586.413	705.001	1035.9	2048.01			4068.41	4028.86	5327.53	3637.84				3773.84		3788.81					7851.41	3315.27
Q9NNX1	Q9NNX1	TUFT1_HUMAN	TUFT1	Tuftelin	341.615	615.486											753.104	775.493		630.115		325.771																	1350.56	1944.18					
Q9NP72	Q9NP72	RAB18_HUMAN	RAB18	Ras-related protein Rab-18	4689.99	1285.13		4571.73	5960.19	4871.93	6441.61			5129.85	5893.69	2255.25	6620.92	6273.5	7578.69	6637.8		5234.1	5600.11	4755.77	4739.28	5887.43	4971.22	6434.15		4955.37		4938.14	6204.68		5762.26		7979.13	7830.32	6026.98	7650.1	7332.71	6937.47	6854.64	7847.48	6634.62
Q9NQC3	Q9NQC3	RTN4_HUMAN	RTN4	Reticulon-4		588.248											170.528			448.181						559.651	167.335																		
Q9NQH7	Q9NQH7	XPP3_HUMAN	XPNPEP3	Xaa-Pro aminopeptidase 3	18058		18631.8	14514.9	13494.9	14482.5	15082	20197.4	20760			13451	2448.88	2537.52		7149.06	9715.57		9980.6		1764.43		6293.57	10196.1		6250.27	8201.8		7885.98	8845.07		9849.42		8672.96	4922	6965.81					
Q9NQT8	Q9NQT8	KI13B_HUMAN	KIF13B	Kinesin-like protein KIF13B		471.69																																							
Q9NR80	Q9NR80	ARHG4_HUMAN	ARHGEF4	Rho guanine nucleotide exchange factor 4	5151.52	2060.57	5046.25		5486.5	4949.71	4910.15	6508.78	4870.27	5974.78				5049.79	5553.2	4427.78	4457.25	4086.75	4849.12	5397.57	5000.38	4408.81	4071.4	4062.55																	
Q9NRG0	Q9NRG0	CHRC1_HUMAN	CHRAC1	Chromatin accessibility complex protein 1	36675.7	10800.3	43042.4	35258.7	34980.5	38947.8	42685.7	33609.7	35251.9	43445.2	41789.4	35072.4	33418	37667.4	41982.2	29302.6	34606	25337	35321.7	36315.6	34616.5	33903.4	27234.3	33699.1		21740.8	25786.1	23433.6	24462.8	20912.6	29717	28451.5	29073.2	24961.4	18059.9	24513.5	18963.5	24437.4	25514.6	24393.2	22922.3
Q9NSB2	Q9NSB2	KRT84_HUMAN	KRT84	Keratin, type II cuticular Hb4	1521.21	2821.79		2821.81	2356.84			1922.11					1600.55	2680.17	949.834	5396.34	2403.97	7949.14	1683.92	1900.86	2593.5	1948.96	3721.53	2788.42		11967.7		11810.4	2801.66			159.863									
Q9NSY2	Q9NSY2	STAR5_HUMAN	STARD5	StAR-related lipid transfer protein 5		214.867																																							
